division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,USA,United States,6109901065,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109902200L,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099030,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,Short Sleeves,Knit,CAN,Canada,6109900010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,KOR,South Korea,6109903090,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,JPN,Japan,610990200,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900037,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099030,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,Short Sleeves,Knit,KOR,South Korea,6109903090,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900037,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CAN,Canada,6109900010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109902200L,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,USA,United States,6109901065,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,JPN,Japan,610990200,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099030,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CAN,Canada,6109900010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109902200L,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,USA,United States,6109901065,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900037,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,Short Sleeves,Knit,KOR,South Korea,6109903090,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,JPN,Japan,610990200,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,CHN,China,6109909000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,KOR,South Korea,6109909000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,EU,Europe,6109909000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,CAN,Canada,6109900010,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,AUS,Australia,6109900006,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,NOR,Norway,61099010,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,GBR,United Kingdom,6109909000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,BRA,Brazil,61099000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,DIST,Distributor countries,610990,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,T-Shirts,Knit,JPN,Japan,610990100,t-shirt,100% Polyamide (Recycled Nylon) - rPA
Women,Tights,Knit,AUS,Australia,6104630038,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,nan,
Women,Tights,Knit,USA,United States,6104632011,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,CHN,China,6104630090,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,EU,Europe,6104630000,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,GBR,United Kingdom,6104630000,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,CAN,Canada,6104630010,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knit,CHE,Switzerland,61046300-000,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,KOR,South Korea,6104630000,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,NOR,Norway,61046300,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knitted,DIST,Distributor countries,610463,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,knitted tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109901200E,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109901200E,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099030,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109902200L,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901065,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903090,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900037,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903090,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900037,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901065,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109902200L,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099030,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109901200E,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Jackets,Woven,JPN,Japan,620240200,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,DIST,Distributor countries,620240,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,BRA,Brazil,62024000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,GBR,United Kingdom,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,EU,Europe,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,NZL,New Zealand,6202402000J,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,CHE,Switzerland,62024000-000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,AUS,Australia,6202400014,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,USA,United States,6202406020,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,HKG,Hong Kong,62024090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,CHN,China,6202409000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,NOR,Norway,62024000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,CAN,Canada,6202400010,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,KOR,South Korea,6202401090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,BRA,Brazil,62024000,nan,
Women,Jackets,Woven,CHE,Switzerland,62024000-000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Knit,NOR,Norway,62024000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,USA,United States,6202406020,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Knit,HKG,Hong Kong,62024090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Knit,JPN,Japan,620240200,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,DIST,Distributor countries,620240,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,KOR,South Korea,6202401090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,NZL,New Zealand,6202402000J,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,GBR,United Kingdom,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,EU,Europe,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,AUS,Australia,6202400014,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Knit,CAN,Canada,6202400010,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Jackets,Woven,CHN,China,6202409000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,CHE,Switzerland,62024000-000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,AUS,Australia,6202400014,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,USA,United States,6202406020,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,NZL,New Zealand,6202402000J,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,DIST,Distributor countries,620240,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,HKG,Hong Kong,62024090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,GBR,United Kingdom,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,KOR,South Korea,6202401090,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,JPN,Japan,620240200,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,CAN,Canada,6202400010,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,BRA,Brazil,62024000,nan,
Women,Winter Jackets,Woven,CHN,China,6202409000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,EU,Europe,6202401091,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Winter Jackets,Woven,NOR,Norway,62024000,woven padded vest,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL"
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,"86% recycled polyamide, 14% elastane"
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,"86% recycled polyamide, 14% elastane"
